"row_names" "tailnum" "year" "type" "manufacturer" "model" "engines" "seats" "speed" "engine"
"2643" "2643" "N8310C" 2012 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2644" "2644" "N8311Q" 2012 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2645" "2645" "N8312C" 2012 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2646" "2646" "N8313F" 2012 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2647" "2647" "N8314L" 2012 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2648" "2648" "N8315C" 2012 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2649" "2649" "N8316H" 2012 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2650" "2650" "N8317M" 2012 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2651" "2651" "N8318F" 2012 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2652" "2652" "N8319F" 2012 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2653" "2653" "N831AW" 2001 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-132" 2 179 NA "Turbo-jet"
"2654" "2654" "N831AY" 2005 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2655" "2655" "N831MH" 2000 "Fixed wing multi engine" "BOEING" "767-432ER" 2 300 NA "Turbo-jet"
"2656" "2656" "N831UA" 2000 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-131" 2 179 NA "Turbo-jet"
"2657" "2657" "N8320J" 2012 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2658" "2658" "N8321D" 2012 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2659" "2659" "N8322X" 2012 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2660" "2660" "N8323C" 2012 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2661" "2661" "N8324A" 2012 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2662" "2662" "N8325D" 2012 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2663" "2663" "N8326F" 2012 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2664" "2664" "N8327A" 2012 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2665" "2665" "N8328A" 2012 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2666" "2666" "N8329B" 2012 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2667" "2667" "N832AS" 1998 "Fixed wing multi engine" "CANADAIR" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2668" "2668" "N832AY" 2005 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2669" "2669" "N832UA" 2000 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-131" 2 179 NA "Turbo-jet"
"2670" "2670" "N833AS" 1998 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2671" "2671" "N833AY" 2005 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2672" "2672" "N833UA" 2000 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-131" 2 179 NA "Turbo-jet"
"2673" "2673" "N834AS" 1998 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2674" "2674" "N834AW" NA "Fixed wing multi engine" "AIRBUS" "A319-132" 2 179 NA "Turbo-fan"
"2675" "2675" "N834AY" 2005 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2676" "2676" "N834JB" 2013 "Fixed wing multi engine" "AIRBUS" "A320-232" 2 200 NA "Turbo-fan"
"2677" "2677" "N834MH" 2000 "Fixed wing multi engine" "BOEING" "767-432ER" 2 300 NA "Turbo-jet"
"2678" "2678" "N834UA" 2001 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-131" 2 179 NA "Turbo-jet"
"2679" "2679" "N835AS" 1998 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2680" "2680" "N835AW" NA "Fixed wing multi engine" "AIRBUS" "A319-132" 2 179 NA "Turbo-fan"
"2681" "2681" "N835AY" 2005 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2682" "2682" "N835MH" 2000 "Fixed wing multi engine" "BOEING" "767-432ER" 2 300 NA "Turbo-jet"
"2683" "2683" "N835UA" 2001 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-131" 2 179 NA "Turbo-jet"
"2684" "2684" "N835VA" 2010 "Fixed wing multi engine" "AIRBUS" "A320-214" 2 182 NA "Turbo-fan"
"2685" "2685" "N836AS" 1998 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2686" "2686" "N836AW" 2005 "Fixed wing multi engine" "AIRBUS" "A319-132" 2 179 NA "Turbo-fan"
"2687" "2687" "N836AY" 2005 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2688" "2688" "N836UA" 2001 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-131" 2 179 NA "Turbo-jet"
"2689" "2689" "N836VA" 2010 "Fixed wing multi engine" "AIRBUS" "A320-214" 2 182 NA "Turbo-fan"
"2690" "2690" "N837AW" 2005 "Fixed wing multi engine" "AIRBUS" "A319-132" 2 179 NA "Turbo-fan"
"2691" "2691" "N837MH" 2000 "Fixed wing multi engine" "BOEING" "767-432ER" 2 300 NA "Turbo-jet"
"2692" "2692" "N837UA" 2001 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-131" 2 179 NA "Turbo-jet"
"2693" "2693" "N837VA" 2011 "Fixed wing multi engine" "AIRBUS" "A320-214" 2 182 NA "Turbo-fan"
"2694" "2694" "N838AW" 2005 "Fixed wing multi engine" "AIRBUS" "A319-132" 2 179 NA "Turbo-fan"
"2695" "2695" "N838MH" 2001 "Fixed wing multi engine" "BOEING" "767-432ER" 2 300 NA "Turbo-jet"
"2696" "2696" "N838UA" 2001 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-131" 2 179 NA "Turbo-jet"
"2697" "2697" "N838VA" 2011 "Fixed wing multi engine" "AIRBUS" "A320-214" 2 182 NA "Turbo-fan"
"2698" "2698" "N8390A" 2000 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2699" "2699" "N839AY" 2005 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2700" "2700" "N839MH" 2001 "Fixed wing multi engine" "BOEING" "767-432ER" 2 300 NA "Turbo-jet"
"2701" "2701" "N839UA" 2001 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-131" 2 179 NA "Turbo-jet"
"2702" "2702" "N839VA" 2011 "Fixed wing multi engine" "AIRBUS" "A320-214" 2 182 NA "Turbo-fan"
"2703" "2703" "N8409N" 2000 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2704" "2704" "N840AS" 1999 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2705" "2705" "N840AY" 2005 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2706" "2706" "N840MH" 2001 "Fixed wing multi engine" "BOEING" "767-432ER" 2 300 NA "Turbo-jet"
"2707" "2707" "N840MQ" 1974 "Fixed wing multi engine" "CANADAIR LTD" "CF-5D" 4 2 NA "Turbo-jet"
"2708" "2708" "N840UA" 2001 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-131" 2 179 NA "Turbo-jet"
"2709" "2709" "N840VA" 2011 "Fixed wing multi engine" "AIRBUS" "A320-214" 2 182 NA "Turbo-fan"
"2710" "2710" "N8412F" 2000 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2711" "2711" "N8416B" 2000 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2712" "2712" "N841AY" 2005 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2713" "2713" "N841MH" 2001 "Fixed wing multi engine" "BOEING" "767-432ER" 2 300 NA "Turbo-jet"
"2714" "2714" "N841UA" 2001 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-131" 2 179 NA "Turbo-jet"
"2715" "2715" "N841VA" NA "Fixed wing multi engine" "AIRBUS" "A320-214" 2 182 NA "Turbo-fan"
"2716" "2716" "N8423C" 2000 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2717" "2717" "N842MH" 2001 "Fixed wing multi engine" "BOEING" "767-432ER" 2 300 NA "Turbo-jet"
"2718" "2718" "N842UA" 2001 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-131" 2 179 NA "Turbo-jet"
"2719" "2719" "N842VA" 2011 "Fixed wing multi engine" "AIRBUS" "A320-214" 2 182 NA "Turbo-fan"
"2720" "2720" "N8432A" 2000 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2721" "2721" "N843MH" 2002 "Fixed wing multi engine" "BOEING" "767-432ER" 2 300 NA "Turbo-jet"
"2722" "2722" "N843UA" 2001 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-131" 2 179 NA "Turbo-jet"
"2723" "2723" "N843VA" 2011 "Fixed wing multi engine" "AIRBUS" "A320-214" 2 182 NA "Turbo-fan"
"2724" "2724" "N8444F" 2000 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2725" "2725" "N844MH" 2002 "Fixed wing multi engine" "BOEING" "767-432ER" 2 300 NA "Turbo-jet"
"2726" "2726" "N844UA" 2001 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-131" 2 179 NA "Turbo-jet"
"2727" "2727" "N844VA" 2011 "Fixed wing multi engine" "AIRBUS" "A320-214" 2 182 NA "Turbo-fan"
"2728" "2728" "N8458A" 2000 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2729" "2729" "N845MH" 2002 "Fixed wing multi engine" "BOEING" "767-432ER" 2 300 NA "Turbo-jet"
"2730" "2730" "N845UA" 2001 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-131" 2 179 NA "Turbo-jet"
"2731" "2731" "N845VA" 2011 "Fixed wing multi engine" "AIRBUS" "A320-214" 2 182 NA "Turbo-fan"
"2732" "2732" "N846AS" NA "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2733" "2733" "N846UA" 2001 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-131" 2 179 NA "Turbo-jet"
"2734" "2734" "N846VA" 2011 "Fixed wing multi engine" "AIRBUS" "A320-214" 2 182 NA "Turbo-fan"
"2735" "2735" "N8475B" 2001 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2736" "2736" "N8477R" 2001 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2737" "2737" "N847UA" 2001 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-131" 2 179 NA "Turbo-jet"
"2738" "2738" "N847VA" 2011 "Fixed wing multi engine" "AIRBUS" "A320-214" 2 182 NA "Turbo-fan"
"2739" "2739" "N8488D" 2001 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2740" "2740" "N848AS" 1999 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2741" "2741" "N848UA" 2002 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-131" 2 179 NA "Turbo-jet"
"2742" "2742" "N848VA" 2011 "Fixed wing multi engine" "AIRBUS" "A320-214" 2 182 NA "Turbo-fan"
"2743" "2743" "N8492C" 2001 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2744" "2744" "N8495B" 2001 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2745" "2745" "N849UA" 2002 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-131" 2 179 NA "Turbo-jet"
"2746" "2746" "N849VA" 2012 "Fixed wing multi engine" "AIRBUS" "A320-214" 2 182 NA "Turbo-fan"
"2747" "2747" "N8501F" 2001 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2748" "2748" "N8505Q" 2001 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2749" "2749" "N8506C" 2001 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2750" "2750" "N850UA" 2002 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A319-131" 2 179 NA "Turbo-jet"
"2751" "2751" "N8515F" 2001 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2752" "2752" "N8516C" 2001 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2753" "2753" "N851NW" 2004 "Fixed wing multi engine" "AIRBUS INDUSTRIE" "A330-223" 2 379 NA "Turbo-jet"
"2754" "2754" "N851UA" 2002 "Fixed wing multi engine" "AIRBUS" "A319-131" 2 179 NA "Turbo-jet"
"2755" "2755" "N851VA" 2012 "Fixed wing multi engine" "AIRBUS" "A320-214" 2 182 NA "Turbo-fan"
"2756" "2756" "N8525B" 2001 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2757" "2757" "N852UA" 2002 "Fixed wing multi engine" "AIRBUS" "A319-131" 2 179 NA "Turbo-jet"
"2758" "2758" "N852VA" 2012 "Fixed wing multi engine" "AIRBUS" "A320-214" 2 182 NA "Turbo-fan"
"2759" "2759" "N8532G" 2001 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2760" "2760" "N8533D" 2001 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2761" "2761" "N853UA" 2002 "Fixed wing multi engine" "AIRBUS" "A319-131" 2 179 NA "Turbo-jet"
"2762" "2762" "N853VA" 2012 "Fixed wing multi engine" "AIRBUS" "A320-214" 2 182 NA "Turbo-fan"
"2763" "2763" "N8541D" 2001 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2764" "2764" "N8543F" 2001 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2765" "2765" "N854NW" 2004 "Fixed wing multi engine" "AIRBUS" "A330-223" 3 379 NA "Turbo-fan"
"2766" "2766" "N854UA" 2002 "Fixed wing multi engine" "AIRBUS" "A319-131" 2 179 NA "Turbo-jet"
"2767" "2767" "N854VA" 2012 "Fixed wing multi engine" "AIRBUS" "A320-214" 2 182 NA "Turbo-fan"
"2768" "2768" "N8554A" 2001 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2769" "2769" "N855UA" 2002 "Fixed wing multi engine" "AIRBUS" "A319-131" 2 179 NA "Turbo-jet"
"2770" "2770" "N855VA" 2012 "Fixed wing multi engine" "AIRBUS" "A320-214" 2 182 NA "Turbo-fan"
"2771" "2771" "N8560F" 2001 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2772" "2772" "N856NW" 2004 "Fixed wing multi engine" "AIRBUS" "A330-223" 3 379 NA "Turbo-fan"
"2773" "2773" "N8577D" 2001 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2774" "2774" "N8580A" 2001 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2775" "2775" "N8587E" 2001 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2776" "2776" "N8588D" 2001 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2777" "2777" "N858AS" 2000 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2778" "2778" "N8598B" 2001 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2779" "2779" "N859AS" 2000 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2780" "2780" "N8600F" 2012 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2781" "2781" "N8601C" 2012 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2782" "2782" "N8602F" 2012 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2783" "2783" "N8603F" 2012 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2784" "2784" "N8604C" 2002 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2785" "2785" "N8604K" 2012 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2786" "2786" "N8605E" 2012 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2787" "2787" "N8606C" NA "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2788" "2788" "N8607M" 2013 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2789" "2789" "N8608N" 2013 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2790" "2790" "N8609A" 2013 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2791" "2791" "N8610A" 2013 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2792" "2792" "N8611A" 2002 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2793" "2793" "N8611F" 2013 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2794" "2794" "N8612K" 2013 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2795" "2795" "N8613K" 2013 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2796" "2796" "N8614M" 2013 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2797" "2797" "N8615E" 2013 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2798" "2798" "N8616C" 2013 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2799" "2799" "N8617E" 2013 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2800" "2800" "N8618N" 2013 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2801" "2801" "N8619F" 2013 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2802" "2802" "N8620H" 2013 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2803" "2803" "N8621A" 2013 "Fixed wing multi engine" "BOEING" "737-8H4" 2 140 NA "Turbo-fan"
"2804" "2804" "N8623A" 2002 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2805" "2805" "N862DA" 1999 "Fixed wing multi engine" "BOEING" "777-232" 2 400 NA "Turbo-jet"
"2806" "2806" "N8631E" 2002 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2807" "2807" "N863DA" 1999 "Fixed wing multi engine" "BOEING" "777-232" 2 400 NA "Turbo-jet"
"2808" "2808" "N8646A" 2002 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2809" "2809" "N8659B" 2002 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2810" "2810" "N865DA" 1999 "Fixed wing multi engine" "BOEING" "777-232" 2 400 NA "Turbo-jet"
"2811" "2811" "N8665A" 2002 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2812" "2812" "N8672A" 2002 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2813" "2813" "N8673D" 2002 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2814" "2814" "N8674A" 2002 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2815" "2815" "N8683B" 2002 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2816" "2816" "N8688C" 2002 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2817" "2817" "N8694A" 2002 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2818" "2818" "N8696C" 2002 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2819" "2819" "N8698A" 2002 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2820" "2820" "N8709A" 2002 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2821" "2821" "N870AS" 2001 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2822" "2822" "N8710A" 2002 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2823" "2823" "N8718E" 2002 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2824" "2824" "N871AS" 2001 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2825" "2825" "N8721B" 2002 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2826" "2826" "N8733G" 2002 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2827" "2827" "N8736A" 2003 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2828" "2828" "N8745B" 2003 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2829" "2829" "N8747B" 2003 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2830" "2830" "N87507" 2008 "Fixed wing multi engine" "BOEING" "737-824" 2 149 NA "Turbo-fan"
"2831" "2831" "N87512" 2008 "Fixed wing multi engine" "BOEING" "737-824" 2 149 NA "Turbo-fan"
"2832" "2832" "N87513" 2008 "Fixed wing multi engine" "BOEING" "737-824" 2 149 NA "Turbo-fan"
"2833" "2833" "N8751D" 2003 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2834" "2834" "N87527" 2010 "Fixed wing multi engine" "BOEING" "737-824" 2 149 NA "Turbo-fan"
"2835" "2835" "N87531" 2011 "Fixed wing multi engine" "BOEING" "737-824" 2 149 NA "Turbo-fan"
"2836" "2836" "N8758D" 2003 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2837" "2837" "N8771A" 2003 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2838" "2838" "N8775A" 2003 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2839" "2839" "N877AS" 2001 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2840" "2840" "N8783E" 2003 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2841" "2841" "N8790A" 2003 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2842" "2842" "N8794B" 2003 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2843" "2843" "N8797A" 2003 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2844" "2844" "N8800G" 2003 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2845" "2845" "N8808H" 2003 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2846" "2846" "N881AS" 2001 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2847" "2847" "N8828D" 2003 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2848" "2848" "N8836A" 2003 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2849" "2849" "N8837B" 2003 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2850" "2850" "N8839E" 2003 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2851" "2851" "N8847A" 2003 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2852" "2852" "N8855A" 2003 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2853" "2853" "N8869B" 2003 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2854" "2854" "N8877A" 2003 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2855" "2855" "N8883E" 2003 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
"2856" "2856" "N8884E" 2003 "Fixed wing multi engine" "BOMBARDIER INC" "CL-600-2B19" 2 55 NA "Turbo-fan"
